Time,Day_of_week,Weather,Vehicle_type,Average_speed,Driving_Experience,Type_of_Collision,Area,Road_Alignment,Traffic_Density,Road_Condition,Temperature (°C),Accident_severity
10:18,Thursday,Rainy,Motorcycle,48.48,Intermediate,Rear-end,Urban,Junction,Low,Muddy,11.79,Slight Injury
05:04,Monday,Foggy,Auto,50.07,Novice,Rear-end,Urban,Straight,Medium,Wet,15.72,Slight Injury
14:45,Tuesday,Foggy,Truck,110.0,Experienced,Head-on,Rural,Junction,Medium,Muddy,14.36,Fatal Injury
20:09,Saturday,Snowy,Motorcycle,72.76,Novice,Rear-end,Rural,Straight,Medium,Dry,-4.71,Serious Injury
05:34,Wednesday,Windy,Bus,61.53,Experienced,Side,Urban,Junction,Low,Wet,25.2,Slight Injury
14:15,Thursday,Clear,Bicycle,46.71,Intermediate,Vehicle overturn,Highway,Straight,Low,Dry,35.94,Slight Injury
13:14,Saturday,Snowy,Motorcycle,66.02,Experienced,Pedestrian,Urban,Straight,Low,Muddy,2.2,Slight Injury
12:14,Sunday,Cloudy,Car,91.13,Intermediate,Vehicle overturn,Rural,Junction,High,Dry,22.38,Serious Injury
06:55,Monday,Clear,Motorcycle,46.87,Novice,Vehicle overturn,Rural,Straight,Medium,Muddy,33.84,Slight Injury
23:49,Tuesday,Rainy,Bicycle,68.57,Experienced,Side,Urban,Straight,Low,Dry,16.75,Serious Injury
17:57,Monday,Windy,Bus,87.65,Novice,Head-on,Highway,Curve,High,Muddy,32.79,Fatal Injury
01:17,Tuesday,Clear,Motorcycle,109.08,Intermediate,Side,Rural,Straight,Medium,Wet,35.6,Fatal Injury
07:15,Sunday,Snowy,Auto,125.29,Experienced,Head-on,Highway,Curve,High,Muddy,5.49,Fatal Injury
15:14,Monday,Foggy,Motorcycle,34.46,Intermediate,Side,Highway,Junction,High,Dry,19.38,Slight Injury
03:58,Wednesday,Windy,Auto,95.32,Intermediate,Pedestrian,Highway,Junction,Medium,Dry,33.55,Serious Injury
02:47,Thursday,Snowy,Motorcycle,122.75,Intermediate,Rear-end,Rural,Curve,Medium,Dry,-3.83,Fatal Injury
17:11,Thursday,Clear,Bus,45.18,Experienced,Vehicle overturn,Rural,Junction,Medium,Muddy,33.06,Slight Injury
19:04,Thursday,Foggy,Truck,68.8,Novice,Side,Rural,Junction,High,Muddy,14.56,Serious Injury
05:13,Monday,Cloudy,Auto,64.96,Experienced,Vehicle overturn,Urban,Curve,High,Muddy,24.72,Slight Injury
23:31,Tuesday,Cloudy,Car,97.7,Experienced,Pedestrian,Rural,Junction,Medium,Wet,15.29,Serious Injury
07:12,Monday,Windy,Auto,80.0,Experienced,Side,Rural,Curve,Low,Wet,29.02,Serious Injury
18:21,Wednesday,Clear,Auto,34.74,Intermediate,Pedestrian,Highway,Straight,High,Muddy,36.44,Slight Injury
22:49,Monday,Snowy,Bus,63.53,Intermediate,Side,Highway,Straight,High,Muddy,6.49,Serious Injury
03:22,Tuesday,Windy,Auto,60.34,Novice,Side,Urban,Straight,High,Muddy,27.76,Serious Injury
05:43,Thursday,Cloudy,Auto,95.44,Novice,Vehicle overturn,Urban,Curve,High,Muddy,22.19,Fatal Injury
17:49,Sunday,Rainy,Bus,79.82,Experienced,Side,Rural,Curve,Medium,Dry,11.36,Serious Injury
09:19,Thursday,Windy,Bicycle,104.43,Novice,Side,Highway,Junction,High,Dry,39.03,Fatal Injury
06:20,Wednesday,Windy,Auto,44.47,Experienced,Rear-end,Highway,Curve,Low,Dry,26.29,Slight Injury
04:39,Sunday,Rainy,Motorcycle,75.65,Novice,Head-on,Highway,Curve,Low,Dry,15.28,Serious Injury
12:40,Sunday,Snowy,Bicycle,41.54,Experienced,Rear-end,Highway,Junction,Medium,Wet,9.54,Slight Injury
09:11,Friday,Clear,Car,136.66,Experienced,Pedestrian,Urban,Curve,Low,Dry,37.44,Fatal Injury
00:04,Thursday,Snowy,Auto,111.18,Experienced,Head-on,Rural,Curve,Medium,Wet,8.71,Fatal Injury
17:07,Saturday,Rainy,Motorcycle,32.03,Novice,Side,Rural,Curve,High,Wet,16.08,Slight Injury
04:41,Thursday,Clear,Truck,26.96,Novice,Vehicle overturn,Highway,Straight,Medium,Muddy,39.99,Slight Injury
21:11,Wednesday,Snowy,Truck,80.26,Novice,Pedestrian,Urban,Curve,Low,Muddy,5.91,Serious Injury
20:01,Tuesday,Snowy,Auto,35.23,Experienced,Rear-end,Rural,Junction,High,Muddy,7.56,Slight Injury
03:00,Thursday,Snowy,Bus,82.5,Novice,Vehicle overturn,Rural,Curve,Medium,Wet,-2.28,Fatal Injury
07:09,Tuesday,Windy,Motorcycle,99.58,Intermediate,Vehicle overturn,Highway,Straight,Medium,Dry,30.79,Fatal Injury
10:40,Monday,Clear,Bus,88.88,Novice,Pedestrian,Urban,Junction,Low,Muddy,26.11,Fatal Injury
15:10,Monday,Cloudy,Bicycle,37.07,Experienced,Head-on,Rural,Straight,High,Dry,23.82,Slight Injury
21:29,Monday,Rainy,Bicycle,86.63,Novice,Side,Rural,Straight,High,Dry,16.76,Serious Injury
01:48,Sunday,Snowy,Bus,117.64,Experienced,Vehicle overturn,Rural,Straight,High,Wet,-1.62,Fatal Injury
19:10,Friday,Foggy,Bus,63.29,Novice,Rear-end,Rural,Curve,Medium,Wet,13.22,Serious Injury
22:40,Tuesday,Cloudy,Car,69.23,Novice,Side,Highway,Junction,Medium,Muddy,27.0,Serious Injury
15:43,Wednesday,Foggy,Truck,122.94,Intermediate,Rear-end,Highway,Straight,Medium,Dry,19.28,Fatal Injury
19:32,Monday,Cloudy,Truck,21.23,Intermediate,Pedestrian,Urban,Junction,High,Wet,21.31,Slight Injury
11:57,Wednesday,Cloudy,Truck,63.59,Intermediate,Rear-end,Urban,Curve,High,Muddy,17.25,Serious Injury
00:57,Saturday,Snowy,Bus,95.43,Novice,Rear-end,Urban,Junction,Low,Wet,9.29,Serious Injury
19:16,Tuesday,Rainy,Auto,36.4,Intermediate,Side,Urban,Straight,High,Dry,13.62,Slight Injury
00:56,Tuesday,Windy,Motorcycle,78.29,Novice,Rear-end,Highway,Straight,High,Wet,38.6,Serious Injury
18:17,Monday,Snowy,Truck,40.94,Novice,Head-on,Highway,Straight,High,Wet,0.63,Slight Injury
16:14,Friday,Clear,Car,65.12,Novice,Rear-end,Highway,Straight,Medium,Wet,33.88,Serious Injury
05:51,Monday,Clear,Auto,55.0,Experienced,Head-on,Rural,Straight,High,Muddy,36.99,Slight Injury
06:40,Sunday,Cloudy,Bus,72.05,Novice,Pedestrian,Rural,Junction,High,Muddy,20.25,Serious Injury
12:56,Thursday,Clear,Auto,107.39,Intermediate,Pedestrian,Highway,Curve,High,Dry,27.86,Fatal Injury
12:04,Wednesday,Rainy,Auto,62.92,Experienced,Pedestrian,Urban,Curve,Low,Dry,14.2,Serious Injury
03:43,Saturday,Snowy,Motorcycle,83.19,Novice,Rear-end,Highway,Straight,Medium,Wet,3.25,Fatal Injury
16:35,Wednesday,Windy,Auto,30.77,Experienced,Head-on,Rural,Junction,Medium,Dry,27.08,Slight Injury
03:44,Wednesday,Snowy,Auto,137.69,Novice,Pedestrian,Highway,Straight,Medium,Dry,0.56,Fatal Injury
07:33,Tuesday,Cloudy,Bus,43.54,Intermediate,Head-on,Rural,Straight,Medium,Wet,19.45,Slight Injury
16:26,Thursday,Foggy,Car,82.15,Novice,Rear-end,Highway,Curve,Medium,Muddy,10.58,Serious Injury
12:33,Tuesday,Foggy,Bus,65.86,Experienced,Side,Rural,Curve,Low,Wet,10.9,Serious Injury
02:40,Wednesday,Cloudy,Bus,74.8,Experienced,Pedestrian,Urban,Straight,High,Dry,16.21,Serious Injury
06:56,Thursday,Snowy,Bus,56.84,Novice,Pedestrian,Highway,Straight,Low,Muddy,-4.91,Slight Injury
05:59,Monday,Foggy,Motorcycle,82.74,Novice,Rear-end,Urban,Curve,High,Muddy,13.08,Serious Injury
01:53,Sunday,Cloudy,Bus,66.39,Intermediate,Rear-end,Highway,Curve,Medium,Dry,18.1,Serious Injury
08:50,Thursday,Windy,Bicycle,110.27,Experienced,Side,Highway,Junction,Low,Muddy,33.15,Fatal Injury
01:34,Saturday,Windy,Auto,131.04,Novice,Head-on,Urban,Junction,Low,Muddy,36.27,Fatal Injury
19:46,Monday,Rainy,Car,96.81,Experienced,Pedestrian,Rural,Curve,Medium,Muddy,19.93,Serious Injury
13:10,Friday,Clear,Car,74.79,Novice,Head-on,Rural,Curve,High,Wet,34.55,Serious Injury
00:55,Sunday,Windy,Bus,112.53,Novice,Vehicle overturn,Highway,Curve,High,Wet,28.05,Fatal Injury
11:19,Wednesday,Clear,Car,127.33,Novice,Side,Highway,Curve,Medium,Muddy,35.73,Fatal Injury
07:25,Wednesday,Clear,Motorcycle,99.55,Intermediate,Rear-end,Urban,Curve,Low,Wet,36.78,Serious Injury
11:46,Tuesday,Clear,Truck,26.83,Experienced,Vehicle overturn,Highway,Straight,Medium,Muddy,25.7,Slight Injury
16:19,Sunday,Snowy,Auto,108.2,Intermediate,Head-on,Rural,Straight,Low,Dry,0.02,Fatal Injury
22:01,Sunday,Windy,Bicycle,32.74,Experienced,Side,Urban,Straight,Low,Dry,27.82,Slight Injury
02:56,Saturday,Rainy,Bus,54.92,Novice,Head-on,Urban,Junction,Low,Muddy,19.54,Slight Injury
14:31,Monday,Clear,Truck,81.09,Novice,Pedestrian,Urban,Junction,Low,Wet,29.39,Fatal Injury
04:58,Friday,Snowy,Truck,89.94,Novice,Vehicle overturn,Highway,Curve,High,Wet,1.28,Serious Injury
21:07,Friday,Snowy,Motorcycle,38.09,Experienced,Rear-end,Highway,Straight,Medium,Wet,-4.36,Slight Injury
23:29,Monday,Snowy,Car,59.52,Intermediate,Vehicle overturn,Highway,Curve,Low,Wet,1.6,Slight Injury
05:02,Friday,Snowy,Car,73.36,Intermediate,Head-on,Rural,Straight,Medium,Dry,9.85,Serious Injury
07:37,Sunday,Clear,Car,75.17,Experienced,Head-on,Highway,Junction,Medium,Muddy,37.43,Serious Injury
12:45,Thursday,Clear,Bicycle,99.43,Intermediate,Side,Urban,Straight,Low,Dry,33.75,Serious Injury
19:55,Thursday,Rainy,Auto,118.05,Intermediate,Side,Urban,Curve,Medium,Dry,16.83,Fatal Injury
20:44,Tuesday,Clear,Bicycle,84.6,Experienced,Vehicle overturn,Rural,Straight,Low,Wet,39.06,Fatal Injury
06:55,Thursday,Foggy,Car,37.99,Intermediate,Rear-end,Highway,Straight,High,Wet,19.38,Slight Injury
13:49,Thursday,Windy,Motorcycle,126.51,Intermediate,Vehicle overturn,Highway,Straight,Low,Wet,35.52,Fatal Injury
22:52,Tuesday,Rainy,Auto,82.22,Experienced,Rear-end,Highway,Curve,Low,Wet,14.28,Serious Injury
03:52,Monday,Cloudy,Bus,39.11,Novice,Rear-end,Urban,Curve,High,Dry,28.5,Slight Injury
05:43,Thursday,Foggy,Motorcycle,83.97,Experienced,Rear-end,Highway,Straight,High,Wet,19.92,Serious Injury
21:54,Monday,Snowy,Bicycle,124.82,Experienced,Side,Urban,Junction,Low,Wet,1.46,Fatal Injury
15:50,Monday,Snowy,Auto,51.23,Experienced,Vehicle overturn,Urban,Curve,High,Wet,4.72,Slight Injury
02:56,Saturday,Rainy,Truck,65.53,Intermediate,Vehicle overturn,Rural,Junction,Medium,Wet,14.7,Slight Injury
09:19,Tuesday,Snowy,Truck,27.74,Novice,Vehicle overturn,Rural,Curve,Medium,Wet,-3.21,Slight Injury
05:42,Friday,Snowy,Bicycle,20.56,Novice,Rear-end,Urban,Curve,Medium,Wet,6.97,Slight Injury
18:01,Sunday,Windy,Bicycle,23.08,Experienced,Side,Urban,Straight,Medium,Muddy,37.31,Slight Injury
22:56,Tuesday,Foggy,Auto,27.33,Experienced,Head-on,Rural,Junction,Medium,Muddy,16.29,Slight Injury
06:33,Tuesday,Snowy,Car,109.58,Novice,Side,Rural,Junction,Low,Wet,-3.09,Fatal Injury
05:17,Saturday,Rainy,Motorcycle,68.94,Novice,Side,Highway,Junction,Low,Dry,10.75,Serious Injury
02:40,Thursday,Foggy,Motorcycle,98.18,Novice,Head-on,Highway,Curve,Medium,Muddy,18.01,Serious Injury
22:48,Monday,Windy,Bicycle,98.89,Intermediate,Pedestrian,Rural,Straight,Low,Dry,28.36,Serious Injury
10:09,Wednesday,Cloudy,Auto,61.64,Novice,Side,Urban,Straight,Low,Wet,26.79,Slight Injury
10:06,Wednesday,Snowy,Bicycle,122.76,Experienced,Head-on,Highway,Junction,High,Muddy,8.03,Fatal Injury
11:08,Wednesday,Snowy,Car,29.7,Novice,Pedestrian,Highway,Junction,High,Dry,-0.19,Slight Injury
09:31,Friday,Rainy,Motorcycle,82.73,Experienced,Side,Highway,Curve,High,Wet,17.74,Fatal Injury
22:23,Sunday,Cloudy,Bus,57.7,Novice,Rear-end,Highway,Junction,Medium,Wet,20.34,Slight Injury
07:30,Thursday,Windy,Bicycle,76.6,Intermediate,Head-on,Highway,Curve,Low,Dry,39.84,Serious Injury
06:11,Monday,Clear,Bus,94.5,Experienced,Pedestrian,Highway,Straight,Medium,Dry,32.93,Serious Injury
18:54,Tuesday,Cloudy,Car,77.29,Experienced,Side,Urban,Curve,Medium,Muddy,16.81,Serious Injury
11:37,Thursday,Foggy,Auto,97.55,Experienced,Vehicle overturn,Highway,Curve,Medium,Muddy,10.66,Serious Injury
23:01,Saturday,Rainy,Bus,103.37,Experienced,Pedestrian,Highway,Curve,High,Dry,12.66,Fatal Injury
00:02,Wednesday,Clear,Motorcycle,28.5,Intermediate,Side,Highway,Straight,Medium,Dry,30.25,Slight Injury
18:00,Monday,Clear,Bicycle,44.68,Novice,Pedestrian,Rural,Straight,High,Muddy,27.13,Slight Injury
02:18,Tuesday,Snowy,Bus,44.22,Intermediate,Rear-end,Highway,Curve,High,Wet,9.09,Slight Injury
14:53,Saturday,Foggy,Motorcycle,114.16,Novice,Rear-end,Highway,Straight,Low,Wet,13.42,Fatal Injury
19:09,Saturday,Rainy,Bicycle,27.43,Experienced,Pedestrian,Urban,Straight,Medium,Wet,19.91,Slight Injury
16:40,Monday,Windy,Bus,132.46,Experienced,Vehicle overturn,Rural,Straight,Medium,Wet,29.17,Fatal Injury
01:50,Sunday,Snowy,Bus,121.27,Intermediate,Head-on,Highway,Junction,Medium,Muddy,-1.63,Fatal Injury
20:23,Sunday,Windy,Truck,90.61,Experienced,Head-on,Rural,Junction,Low,Wet,30.27,Fatal Injury
19:01,Sunday,Foggy,Auto,95.56,Intermediate,Vehicle overturn,Urban,Straight,High,Dry,14.98,Serious Injury
09:55,Friday,Clear,Bus,73.24,Novice,Vehicle overturn,Rural,Curve,Medium,Dry,38.45,Serious Injury
02:41,Sunday,Rainy,Car,94.75,Experienced,Side,Highway,Junction,Medium,Wet,17.27,Serious Injury
06:49,Monday,Foggy,Motorcycle,89.61,Novice,Pedestrian,Rural,Junction,Medium,Dry,12.2,Serious Injury
15:31,Wednesday,Cloudy,Bicycle,94.53,Novice,Rear-end,Urban,Curve,Medium,Muddy,17.42,Serious Injury
07:26,Saturday,Snowy,Car,36.35,Intermediate,Rear-end,Highway,Junction,Low,Dry,0.03,Slight Injury
09:44,Saturday,Windy,Bicycle,101.06,Intermediate,Rear-end,Urban,Junction,Medium,Dry,31.8,Fatal Injury
06:26,Thursday,Clear,Bicycle,69.05,Novice,Side,Urban,Curve,Low,Muddy,28.72,Slight Injury
13:45,Saturday,Windy,Bus,131.88,Intermediate,Side,Urban,Curve,Low,Wet,35.46,Fatal Injury
23:30,Wednesday,Windy,Bicycle,133.0,Novice,Head-on,Rural,Straight,High,Dry,27.64,Fatal Injury
18:11,Sunday,Snowy,Auto,52.76,Novice,Head-on,Highway,Curve,Low,Wet,1.5,Slight Injury
03:47,Friday,Clear,Truck,86.28,Novice,Rear-end,Urban,Curve,Medium,Dry,39.45,Serious Injury
22:10,Thursday,Rainy,Motorcycle,118.12,Experienced,Side,Rural,Junction,High,Muddy,12.03,Fatal Injury
17:32,Friday,Rainy,Auto,81.86,Experienced,Pedestrian,Rural,Straight,High,Muddy,15.28,Serious Injury
09:12,Friday,Foggy,Bus,137.1,Intermediate,Vehicle overturn,Highway,Straight,High,Muddy,17.7,Fatal Injury
03:52,Thursday,Foggy,Motorcycle,50.28,Experienced,Vehicle overturn,Rural,Straight,Medium,Dry,16.18,Slight Injury
19:52,Sunday,Cloudy,Motorcycle,128.05,Experienced,Rear-end,Highway,Junction,Low,Muddy,18.52,Fatal Injury
23:41,Tuesday,Rainy,Car,104.26,Novice,Head-on,Urban,Curve,High,Muddy,15.79,Fatal Injury
04:10,Sunday,Foggy,Truck,92.34,Intermediate,Vehicle overturn,Rural,Straight,Low,Muddy,19.06,Serious Injury
12:12,Saturday,Rainy,Bicycle,38.6,Experienced,Vehicle overturn,Rural,Straight,High,Muddy,12.83,Slight Injury
13:26,Saturday,Clear,Bicycle,62.18,Experienced,Rear-end,Highway,Curve,Medium,Wet,27.0,Serious Injury
13:49,Monday,Cloudy,Bicycle,23.61,Novice,Rear-end,Urban,Curve,Medium,Dry,16.6,Slight Injury
18:31,Friday,Rainy,Bus,75.99,Experienced,Rear-end,Highway,Junction,Low,Wet,18.84,Serious Injury
02:16,Thursday,Clear,Car,83.71,Novice,Vehicle overturn,Rural,Junction,Low,Dry,35.02,Serious Injury
17:25,Saturday,Foggy,Bicycle,59.74,Intermediate,Rear-end,Rural,Straight,Medium,Muddy,11.77,Slight Injury
13:30,Friday,Foggy,Car,96.61,Experienced,Vehicle overturn,Urban,Junction,High,Muddy,15.47,Serious Injury
21:39,Tuesday,Rainy,Car,85.06,Novice,Head-on,Urban,Straight,Low,Wet,15.29,Serious Injury
11:54,Friday,Snowy,Car,115.49,Intermediate,Side,Highway,Junction,High,Dry,5.22,Fatal Injury
09:09,Wednesday,Clear,Motorcycle,84.61,Experienced,Pedestrian,Urban,Curve,Medium,Wet,38.47,Fatal Injury
14:47,Thursday,Foggy,Bicycle,65.2,Experienced,Rear-end,Rural,Curve,High,Muddy,17.15,Serious Injury
12:04,Sunday,Clear,Bicycle,83.24,Novice,Head-on,Rural,Junction,High,Wet,31.04,Fatal Injury
00:55,Sunday,Windy,Bus,112.53,Novice,Vehicle overturn,Highway,Curve,High,Wet,28.05,Fatal Injury
08:38,Sunday,Foggy,Auto,69.74,Experienced,Vehicle overturn,Rural,Straight,Low,Dry,18.42,Serious Injury
16:09,Thursday,Clear,Auto,136.43,Intermediate,Side,Urban,Curve,Medium,Wet,28.48,Fatal Injury
17:19,Saturday,Clear,Car,40.11,Intermediate,Rear-end,Highway,Straight,Low,Dry,27.12,Slight Injury
15:08,Sunday,Snowy,Motorcycle,106.31,Novice,Head-on,Rural,Curve,Low,Wet,-0.5,Fatal Injury
22:01,Monday,Cloudy,Truck,84.22,Intermediate,Pedestrian,Urban,Straight,Medium,Wet,21.03,Fatal Injury
01:16,Thursday,Windy,Motorcycle,96.37,Experienced,Side,Highway,Junction,High,Wet,39.27,Fatal Injury
06:08,Monday,Clear,Bus,113.87,Experienced,Head-on,Urban,Straight,Medium,Dry,30.38,Fatal Injury
19:28,Sunday,Rainy,Car,113.44,Intermediate,Head-on,Urban,Straight,Medium,Wet,13.06,Fatal Injury
05:00,Tuesday,Rainy,Car,111.97,Experienced,Side,Highway,Junction,Low,Muddy,14.79,Fatal Injury
07:59,Wednesday,Clear,Auto,46.01,Novice,Rear-end,Highway,Junction,High,Muddy,26.23,Slight Injury
00:21,Friday,Windy,Auto,28.27,Novice,Side,Urban,Straight,Medium,Dry,27.16,Slight Injury
00:20,Saturday,Rainy,Bicycle,28.31,Intermediate,Side,Highway,Curve,Low,Muddy,13.25,Slight Injury
20:51,Saturday,Rainy,Car,125.07,Experienced,Pedestrian,Urban,Curve,Low,Wet,19.03,Fatal Injury
21:02,Wednesday,Foggy,Bicycle,26.79,Experienced,Pedestrian,Highway,Curve,High,Wet,12.14,Slight Injury
20:56,Friday,Foggy,Car,25.69,Intermediate,Side,Urban,Straight,High,Wet,14.77,Slight Injury
20:11,Sunday,Windy,Bus,98.28,Novice,Head-on,Rural,Straight,High,Muddy,39.62,Serious Injury
05:58,Tuesday,Cloudy,Truck,98.24,Experienced,Rear-end,Urban,Straight,Medium,Wet,28.35,Serious Injury
03:54,Friday,Rainy,Bicycle,35.25,Novice,Rear-end,Rural,Curve,High,Wet,14.3,Slight Injury
09:33,Sunday,Windy,Car,60.96,Intermediate,Side,Highway,Curve,High,Muddy,36.23,Slight Injury
07:54,Friday,Rainy,Car,29.39,Novice,Pedestrian,Urban,Straight,Medium,Wet,10.07,Slight Injury
07:14,Monday,Snowy,Truck,29.61,Intermediate,Vehicle overturn,Urban,Junction,Low,Dry,-1.46,Slight Injury
14:12,Friday,Rainy,Car,47.95,Novice,Side,Highway,Junction,Low,Wet,12.37,Slight Injury
00:17,Wednesday,Rainy,Bicycle,26.96,Experienced,Rear-end,Rural,Curve,High,Muddy,18.21,Slight Injury
17:00,Tuesday,Foggy,Motorcycle,101.88,Novice,Pedestrian,Highway,Straight,Low,Muddy,16.47,Fatal Injury
07:41,Wednesday,Foggy,Truck,33.65,Intermediate,Vehicle overturn,Highway,Junction,Low,Muddy,19.77,Slight Injury
15:45,Sunday,Snowy,Bicycle,89.57,Novice,Vehicle overturn,Highway,Junction,High,Dry,-4.6,Serious Injury
14:48,Monday,Clear,Bus,26.17,Intermediate,Head-on,Urban,Curve,Medium,Dry,34.76,Slight Injury
07:53,Friday,Windy,Truck,78.17,Experienced,Vehicle overturn,Urban,Junction,Low,Wet,33.1,Serious Injury
03:44,Monday,Cloudy,Bus,63.22,Experienced,Pedestrian,Rural,Junction,High,Wet,17.05,Serious Injury
10:05,Wednesday,Windy,Auto,96.72,Novice,Side,Urban,Junction,High,Wet,29.06,Serious Injury
23:42,Friday,Clear,Bus,96.26,Novice,Vehicle overturn,Highway,Junction,Medium,Dry,29.29,Serious Injury
15:37,Thursday,Windy,Bicycle,83.74,Novice,Side,Rural,Curve,Medium,Wet,38.1,Serious Injury
04:40,Monday,Clear,Motorcycle,129.28,Experienced,Side,Highway,Straight,High,Wet,25.86,Fatal Injury
03:07,Wednesday,Rainy,Auto,87.95,Novice,Vehicle overturn,Urban,Straight,Low,Muddy,11.74,Serious Injury
14:29,Monday,Rainy,Truck,81.09,Experienced,Vehicle overturn,Urban,Straight,High,Wet,19.98,Fatal Injury
22:19,Sunday,Rainy,Motorcycle,111.69,Intermediate,Vehicle overturn,Rural,Curve,High,Dry,18.15,Fatal Injury
23:23,Wednesday,Rainy,Auto,28.1,Novice,Head-on,Highway,Junction,Low,Wet,16.41,Slight Injury
11:35,Friday,Cloudy,Truck,131.85,Experienced,Head-on,Urban,Junction,Low,Dry,28.08,Fatal Injury
17:24,Tuesday,Windy,Motorcycle,95.2,Novice,Side,Urban,Junction,Medium,Muddy,30.8,Serious Injury
03:44,Thursday,Rainy,Car,83.06,Intermediate,Vehicle overturn,Urban,Junction,Low,Wet,19.4,Serious Injury
23:15,Wednesday,Windy,Motorcycle,121.7,Intermediate,Side,Highway,Straight,Medium,Dry,32.91,Fatal Injury
11:22,Thursday,Snowy,Car,36.61,Novice,Vehicle overturn,Highway,Straight,High,Dry,7.52,Slight Injury
09:11,Friday,Cloudy,Auto,75.24,Novice,Head-on,Rural,Straight,High,Muddy,28.68,Serious Injury
03:59,Saturday,Snowy,Bicycle,86.79,Experienced,Vehicle overturn,Rural,Junction,Low,Dry,-2.86,Fatal Injury
18:08,Monday,Foggy,Car,96.05,Novice,Head-on,Highway,Junction,High,Wet,18.46,Serious Injury
07:12,Wednesday,Clear,Bus,90.36,Experienced,Head-on,Urban,Straight,Low,Muddy,36.97,Serious Injury
18:53,Tuesday,Snowy,Truck,104.8,Novice,Rear-end,Highway,Straight,Low,Wet,4.02,Fatal Injury
22:14,Saturday,Cloudy,Bicycle,38.62,Novice,Pedestrian,Rural,Straight,Low,Muddy,25.53,Slight Injury
02:50,Saturday,Snowy,Auto,20.82,Experienced,Pedestrian,Urban,Curve,Medium,Muddy,-3.82,Slight Injury
12:17,Tuesday,Cloudy,Auto,91.59,Intermediate,Rear-end,Rural,Straight,High,Dry,26.36,Serious Injury
00:57,Saturday,Snowy,Bus,95.43,Novice,Rear-end,Urban,Junction,Low,Wet,9.29,Serious Injury
07:19,Sunday,Cloudy,Motorcycle,114.0,Experienced,Pedestrian,Highway,Curve,Medium,Dry,27.77,Fatal Injury
14:05,Tuesday,Rainy,Motorcycle,74.03,Experienced,Vehicle overturn,Highway,Curve,Medium,Dry,10.14,Serious Injury
21:02,Wednesday,Foggy,Bicycle,26.79,Experienced,Pedestrian,Highway,Curve,High,Wet,12.14,Slight Injury
13:25,Thursday,Rainy,Truck,33.88,Experienced,Head-on,Rural,Junction,Medium,Muddy,11.35,Slight Injury
20:53,Friday,Foggy,Bicycle,94.16,Experienced,Side,Urban,Straight,High,Dry,18.34,Fatal Injury
19:40,Tuesday,Clear,Auto,67.69,Experienced,Pedestrian,Rural,Junction,High,Muddy,26.82,Serious Injury
20:06,Saturday,Clear,Motorcycle,67.57,Experienced,Vehicle overturn,Highway,Straight,Low,Muddy,34.9,Slight Injury
20:54,Monday,Foggy,Car,64.1,Novice,Head-on,Highway,Straight,Low,Dry,18.03,Serious Injury
05:36,Wednesday,Clear,Bicycle,53.6,Novice,Head-on,Rural,Curve,High,Wet,31.1,Slight Injury
16:19,Tuesday,Cloudy,Bus,85.29,Experienced,Vehicle overturn,Highway,Junction,High,Wet,20.41,Serious Injury
18:49,Saturday,Clear,Bus,79.52,Novice,Head-on,Urban,Straight,Low,Wet,36.55,Serious Injury
09:59,Tuesday,Foggy,Car,68.45,Intermediate,Rear-end,Rural,Curve,Low,Muddy,17.59,Serious Injury
00:32,Thursday,Windy,Bus,94.11,Intermediate,Rear-end,Urban,Curve,Low,Muddy,33.16,Serious Injury
05:54,Friday,Foggy,Auto,64.28,Intermediate,Pedestrian,Rural,Straight,High,Dry,13.35,Slight Injury
15:10,Saturday,Clear,Bus,135.78,Experienced,Head-on,Rural,Junction,High,Dry,25.64,Fatal Injury
21:09,Friday,Cloudy,Bicycle,34.35,Experienced,Vehicle overturn,Rural,Curve,Low,Muddy,17.36,Slight Injury
20:54,Saturday,Windy,Motorcycle,120.34,Experienced,Head-on,Highway,Junction,Low,Wet,39.9,Fatal Injury
10:08,Wednesday,Windy,Auto,115.59,Novice,Vehicle overturn,Rural,Curve,Medium,Dry,36.17,Fatal Injury
21:23,Thursday,Foggy,Bicycle,120.82,Intermediate,Vehicle overturn,Urban,Curve,Low,Wet,17.89,Fatal Injury
05:56,Tuesday,Rainy,Bus,61.92,Novice,Head-on,Rural,Junction,Medium,Wet,11.66,Serious Injury
16:04,Monday,Cloudy,Car,68.37,Novice,Head-on,Rural,Junction,Medium,Dry,24.67,Serious Injury
10:36,Friday,Clear,Truck,65.44,Novice,Rear-end,Highway,Straight,High,Dry,32.95,Slight Injury
11:19,Monday,Snowy,Auto,34.11,Intermediate,Pedestrian,Rural,Straight,Medium,Muddy,0.39,Slight Injury
13:15,Wednesday,Foggy,Motorcycle,87.8,Novice,Side,Urban,Curve,High,Wet,10.27,Fatal Injury
10:40,Friday,Clear,Motorcycle,82.3,Novice,Side,Highway,Straight,Low,Dry,27.65,Serious Injury
16:49,Wednesday,Clear,Bicycle,53.07,Intermediate,Rear-end,Highway,Straight,Low,Muddy,33.88,Slight Injury
05:19,Tuesday,Windy,Bus,25.25,Novice,Head-on,Rural,Junction,High,Wet,36.51,Slight Injury
10:46,Thursday,Rainy,Truck,82.58,Intermediate,Vehicle overturn,Rural,Curve,High,Muddy,14.04,Fatal Injury
